title;=>centrality;=>subs;=>views;=>comments;=>country;=>topics
Channels/UCaAyK8hgn236X6JXdlH6KgQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCab40FiD11Yj94F9ozRignw;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCAB8c0XmXimg9XFWWGs8KHQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCabjVBK8QPSGnkz3C1BQCBw;=>1.0000;=>0;=>11067;=>0;=>null;=>null
Channels/UCabUfh5bV8V3lhgAN2p1nhQ;=>1.0000;=>26;=>294;=>0;=>null;=>null
Channels/UCAC2VQlBOYEnMF76CrhmqvQ;=>1.0000;=>2;=>0;=>0;=>null;=>null
Suzy Oliveira;=>1.0000;=>93500;=>16032556;=>0;=>US;=>https://en.wikipedia.org/wiki/Christian_music,https://en.wikipedia.org/wiki/Music
Channels/UCADtbowJP7RKPnVh5h3r4Ng;=>1.0000;=>6;=>27;=>0;=>null;=>null
Channels/UCadvH-FxN4TOioeV6ADwL2Q;=>1.0000;=>12;=>0;=>0;=>null;=>null
Channels/UCAdxfDRG0aMzC10z7U32GlA;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCAEztE-oux04CKfRYuR07IA;=>1.0000;=>3;=>48;=>0;=>null;=>null
Channels/UCAFaI-OKm4cpQIUsHcpwnVg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaFAKX8M8lH6jupfkwrtk6g;=>1.0000;=>17;=>0;=>0;=>null;=>null
Channels/UCafdTWlwhrPCxSK7rKlyG4Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAfWMhtpJ2H_1_MU03St4gQ;=>1.0000;=>14;=>295;=>0;=>null;=>null
Channels/UCafXDbbtpieRg1Drdvlgj4g;=>1.0000;=>0;=>38559044;=>0;=>null;=>null
Channels/UCaG0fmGa1AhCD2BrKkbiOew;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaGg8NxSdlunUk4xl6Tk2yw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCagqmla0z6FYHN9bqMiTe_Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAgRW43QsvuOor04irWAf3A;=>1.0000;=>168;=>8550;=>0;=>null;=>null
Channels/UCAgVL7gSWYp6aB49mNr3c0Q;=>1.0000;=>1;=>0;=>0;=>null;=>null
HZHtube Kids Fun;=>1.0000;=>8670000;=>2314622914;=>0;=>CA;=>https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Food
Channels/UCaH3ST02NjpSCoGNkWelE_Q;=>1.0000;=>89;=>482;=>0;=>null;=>null
Channels/UCaHaNMf0tEx_q0BHUrmFCoQ;=>1.0000;=>40;=>5404;=>0;=>null;=>null
Channels/UCahLwh02gkPo8pStoaWFoSQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCahmsfcfBsMEaRPHnmcHJRA;=>1.0000;=>93;=>1147;=>0;=>null;=>null
Channels/UCAhp2U4LLF8Dhh3BosO4ESQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAI6eLSPaTrWVV3SBL3eQzA;=>1.0000;=>1710;=>213858;=>0;=>null;=>null
Channels/UCai78aZSDsewJFowYsC80Mw;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCAicWCKP3OiGQYA9zGzmZzQ;=>1.0000;=>342;=>105838;=>0;=>null;=>null
Channels/UCAiF7n2VHpGS58MmCW4BaDw;=>1.0000;=>0;=>8;=>0;=>null;=>null
Channels/UCAJnR_oUSaHK7A7tnWDqOGA;=>1.0000;=>8;=>40;=>0;=>null;=>null
Channels/UCAjTX-PB8K-hGxGOHAc9BwQ;=>1.0000;=>276;=>1563;=>0;=>null;=>null
Channels/UCaKf35JWE635nxHm_vneTDQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaKi3yNEPJiPfaQ0Hf-C6GQ;=>1.0000;=>18;=>284;=>0;=>null;=>null
Channels/UCaKIVadZFfGGxq_rkF-RUog;=>1.0000;=>1;=>19;=>0;=>null;=>null
Channels/UCAKLhAa6Ppdsodpu0syWHEQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Xavi ABCKids;=>1.0000;=>3090000;=>499493003;=>0;=>US;=>https://en.wikipedia.org/wiki/Music,https://en.wikipedia.org/wiki/Vehicle,https://en.wikipedia.org/wiki/Lifestyle_(sociology),https://en.wikipedia.org/wiki/Hobby
Channels/UCakV8M92GEAjys-ue2k9AHA;=>1.0000;=>424;=>40194;=>0;=>null;=>null
Channels/UCAkvz3-YEyYcoDPFqItdkAQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCakXhsF3SwKuOP-j56a8Z7Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAL0a5mN3OqVOtaoMiv7L_g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAl0Nnc7jHLaX-K5gjzbDrw;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCAl34xUBs6VB1sCr2kIQ1Qg;=>1.0000;=>4;=>46;=>0;=>null;=>null
Channels/UCAloUoQ4YXiQ2q9LByathww;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCaLQLAS3oLaSIcLOk8upsCg;=>1.0000;=>0;=>39;=>0;=>null;=>null
Channels/UCAm3JtourScHttbuZ4Sb3Fg;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCaMAZx7m72UfQPfA2KBLZQQ;=>1.0000;=>40;=>8947;=>0;=>null;=>null
Channels/UCamGfcYLir7hZoDD7hf89PA;=>1.0000;=>578;=>44746;=>0;=>null;=>null
Channels/UCaMgg9c3gfgkRgbzE7TrOVg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAmTNrgNV6egxinfJpmZJNA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAN0asuUVhTCKpfQqgJqzXQ;=>1.0000;=>8;=>129;=>0;=>null;=>null
Channels/UCAN796PNIZdp12lDEjKtmJA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaNB471Xeqd5K53544tur8g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCANHlymTMcPJq6vxlf_CtEg;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCanoaqtatSX5E3DcEGWvh3g;=>1.0000;=>160;=>0;=>0;=>null;=>null
Channels/UCAnR_v07a-ot97m7V68f62g;=>1.0000;=>83;=>135;=>0;=>null;=>null
Channels/UCanZ3DjD94R0EuE9ID1Vf6g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAO1SxOpROBfAvW7MUI94Jg;=>1.0000;=>0;=>234994159;=>0;=>null;=>null
Channels/UCao43z4ds0VeNdjv171hvVw;=>1.0000;=>2830;=>4242283;=>0;=>null;=>null
Channels/UCAO80ZKPIuL7zA07I_uJGsA;=>1.0000;=>7;=>84;=>0;=>null;=>null
Channels/UCaO_3IOVfOrXy1ZeTruyzyA;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCAo_xuugkDymFap_eF__dvg;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCaofQnvEtIX77TJMA8cboJw;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCAOkwXxJKh0DK44DbIpM_Gw;=>1.0000;=>1310;=>1196511;=>0;=>null;=>null
Channels/UCaoQ_tGFr4MsRSesU6OJxIw;=>1.0000;=>16;=>380;=>0;=>null;=>null
Channels/UCaOWmh_t7bX09ygAs9gyRmg;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCaP8mdTMMhR_1tX7qJnCKPw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaPiewPiq8yWRw2PxKCxycQ;=>1.0000;=>2940;=>402872;=>0;=>null;=>null
Channels/UCapKylYgGiauGqpz5_qKRyA;=>1.0000;=>1;=>44;=>0;=>null;=>null
Channels/UCaPv_A5Yb1JUnQ-i_VnICCw;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCapyKIEBw2I9iFpjcwlGXNQ;=>1.0000;=>2;=>34;=>0;=>null;=>null
Channels/UCAQa5FhwaEbbe3HOgmWD5xQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCaqNDyQDqk-DbwDKuZxGhsA;=>1.0000;=>45;=>1313;=>0;=>null;=>null
Channels/UCAqpivSaxeocJhWsJPFc1lg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAqU-ZS9WymvQ5IKB-32hkw;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCaR11liGmQkjTanTek8THtw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaR24uZnvGZT8SaBN4u5vew;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCar7syqqNnla9czM4tBUR2Q;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCArEMJPklIdrhN1pvGZsk3g;=>1.0000;=>1730;=>2321996;=>0;=>null;=>null
Channels/UCarYkJMNy173Thl3m5tLahw;=>1.0000;=>15;=>0;=>0;=>null;=>null
Channels/UCaRZ0kay-28Olwc7KelvSHA;=>1.0000;=>191;=>1671312;=>0;=>null;=>null
Channels/UCAs1OlGb2NoJ1d1TOZcX6vw;=>1.0000;=>104;=>2962;=>0;=>null;=>null
Channels/UCashXpm9EcHTYIFiELDsw6w;=>1.0000;=>362;=>21436;=>0;=>null;=>null
Channels/UCasJ2PiPyuRtjKGxYM8dirw;=>1.0000;=>116;=>34281;=>0;=>null;=>null
Channels/UCASVArJ-mJzfl0q96nYOxww;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCasx_yzp5m2ek-c7Njfk10g;=>1.0000;=>8;=>0;=>0;=>null;=>null
Channels/UCAt3u-zqC8NX5NaRBaH-gZg;=>1.0000;=>130;=>6047;=>0;=>null;=>null
Channels/UCAt4fZrJXqDueFNQtmMH6Ww;=>1.0000;=>8;=>0;=>0;=>null;=>null
Channels/UCATBqmpPxLPxhfsgLudANJA;=>1.0000;=>8;=>1254;=>0;=>null;=>null
Channels/UCaTODA77kH7JUxuLh8W2Y6g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCatQuhFbRRt5JhI_V2UZllg;=>1.0000;=>19;=>111;=>0;=>null;=>null
Channels/UCau3Lg9He5U_hZdSLI14sxg;=>1.0000;=>1430;=>1296846;=>0;=>null;=>null
Channels/UCAu9FlaBjyfllHcD2_47nlQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAUCzaSAOqzV1vO9xiniXNQ;=>1.0000;=>4;=>16;=>0;=>null;=>null
Channels/UCauF_P8dFuCEWHeoiiIic1g;=>1.0000;=>54;=>442;=>0;=>null;=>null
Channels/UCAUGGQbwpxGmR9YOEYxEiTA;=>1.0000;=>4280;=>3663429;=>0;=>null;=>null
Channels/UCAUls8udeKaThH4WiaYgUVA;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCaUOLRDplADMRGb5QurTTAw;=>1.0000;=>65;=>0;=>0;=>null;=>null
Channels/UCAuRQfClQrGCXRbKK3JD0HQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaux0knuzWgcEZkfQEjLykw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAv4E7wyV9rOqVjEpODtVfw;=>1.0000;=>4;=>0;=>0;=>null;=>null
Channels/UCaV4S5k1i4VADja99N1_X_A;=>1.0000;=>671;=>11752;=>0;=>null;=>null
Channels/UCavfjGte43Utz1n1v-LEGqQ;=>1.0000;=>117;=>647;=>0;=>null;=>null
Channels/UCAvg0BcLbkQ0HN-HUpQizJg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAVntxy9wWTGjqBGtBckI8Q;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCAVSo5dS_K5nicm5l_Yt4hA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCawcU86_yW_sQf6wpWXMd4A;=>1.0000;=>15;=>668;=>0;=>null;=>null
Channels/UCAweW_eJegLkJM1vZBINs7w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCawFLYvjirztM-hfKFrsxwA;=>1.0000;=>50;=>1333;=>0;=>null;=>null
Channels/UCAwHp5TBnInzKqhoZWXZA3A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAWKCpcOkYwendNCVXNz0ng;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAwtScPK2QcBMR-RqU1FMjw;=>1.0000;=>93;=>45785;=>0;=>null;=>null
Channels/UCaWtZIjZkbk_CTHeoY56C4w;=>1.0000;=>3040;=>806476;=>0;=>null;=>null
Channels/UCAwz3JsXkove7SNfLZxPfSA;=>1.0000;=>1;=>17;=>0;=>null;=>null
Channels/UCAwZChE_HL5ueY6Zb9VKGpw;=>1.0000;=>1570;=>311059;=>0;=>null;=>null
Channels/UCAXc4XTGfcbkcXcDNx-Y9oQ;=>1.0000;=>8;=>57;=>0;=>null;=>null
Channels/UCaxMV2wuVoPhiBpOYf2nPjQ;=>1.0000;=>36;=>365;=>0;=>null;=>null
Channels/UCAxXEY8LgQ615bNoQVyubSg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAYchZHudCwb5PREQNsuKNA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCAYHpYanr-cATrF2nsiLIRw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCAYNYzaw7NoipN9SRzdkz-g;=>1.0000;=>1710;=>406864;=>0;=>null;=>null
Channels/UCAZHpaBtgmkdkNGTkTOyRCQ;=>1.0000;=>4;=>55;=>0;=>null;=>null
Channels/UCAzkNVqQM8aSa1PfhFh7VIg;=>1.0000;=>11;=>0;=>0;=>null;=>null
Channels/UCAZSQmRLGUyrIVhyMKRfw_w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCaZy6DLzbr2S9IwjuQpkr-Q;=>1.0000;=>43;=>826;=>0;=>null;=>null
Channels/UCB-2DOCLP_KFIUZy6bXl-Ew;=>1.0000;=>3;=>0;=>0;=>null;=>null
Faust FamVlogs;=>1.0000;=>7110;=>388707;=>0;=>AU;=>https://en.wikipedia.org/wiki/Hobby,https://en.wikipedia.org/wiki/Food,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
Channels/UCb1MCW4ZUkC_RSzeML20iyg;=>1.0000;=>9;=>44;=>0;=>null;=>null
Channels/UCb1PBOxU6En4qpinjhSEYfQ;=>1.0000;=>14;=>0;=>0;=>null;=>null
Channels/UCB1Teov22-ah0SjJzde8A9w;=>1.0000;=>5;=>102;=>0;=>null;=>null
Channels/UCB228YB6PbsYnLadjI992mA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCB2DuFPzfmzFg46HHk10vrg;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCB2hfcvrWCN24YNTgHo302w;=>1.0000;=>106;=>59840;=>0;=>null;=>null
Channels/UCb2KC_aHiHc4QFlEpM4ZY3g;=>1.0000;=>0;=>41;=>0;=>null;=>null
Channels/UCb2PP2IBRhvWaEecIdOdtRA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCB2rl_aNZBYT4BTnC476VyQ;=>1.0000;=>2;=>196;=>0;=>null;=>null
Channels/UCB338UccQXUSs3ewZV3H0qQ;=>1.0000;=>29;=>7230;=>0;=>null;=>null
Channels/UCb3f9QzjcvlrfOtvsiSKI-g;=>1.0000;=>3;=>33;=>0;=>null;=>null
Channels/UCB3OsvxTnchZDE-ogme_Lrg;=>1.0000;=>0;=>78;=>0;=>null;=>null
Channels/UCB3pPLy8UKyuxbORe_NyrjA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCB3zznOMXlJ4snfEWERBcag;=>1.0000;=>126;=>1813;=>0;=>null;=>null
Channels/UCb4A73gx-EHtMyKIU-XuJ8g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCB4JzflGmwvOeLdFA7Ce-9w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCB4M3PC6aA6lqEjI9A5dxDA;=>1.0000;=>293;=>2954;=>0;=>null;=>null
Channels/UCb4oPHl6jdibWTCLPsrQGrg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCb5_d22aofR4_8d0age_dfw;=>1.0000;=>1080;=>15701;=>0;=>null;=>null
Channels/UCb5FnM_keShyNkUYP0vGduA;=>1.0000;=>6;=>5598;=>0;=>null;=>null
Channels/UCb7LzLDX8ApJWhwVuKuQPJw;=>1.0000;=>63;=>997;=>0;=>null;=>null
Channels/UCB7sMnNEaK-w0q-OtzcAW8g;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCB8u5FAGOPLf_OcmfrKLgug;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCb8VAx3ZwSNHV7uZ9TOmL1g;=>1.0000;=>1300;=>1209804;=>0;=>null;=>null
Channels/UCB9_bO60R5Zey8iEnUzgMCw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCb9WCDGHbC1qz3MdbmLwLwQ;=>1.0000;=>0;=>7;=>0;=>null;=>null
Channels/UCb_aO0427kQU9JF_IKn76hw;=>1.0000;=>7;=>583;=>0;=>null;=>null
Channels/UCB_b0NBx5Mdwa2q9bhFmbbQ;=>1.0000;=>73;=>4891;=>0;=>null;=>null
Channels/UCb_vawe3Qz8RLz_55UGZhiQ;=>1.0000;=>5;=>0;=>0;=>null;=>null
Channels/UCBaEQ15T1tEY5DCJtWgpl3Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbAoCkcMlPuyH48cv_jqglw;=>1.0000;=>41;=>782;=>0;=>null;=>null
Channels/UCbaTWp-rUSfulAbKfki-dpQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbAxWtONHgHWM89d_KESdNA;=>1.0000;=>10;=>0;=>0;=>null;=>null
Channels/UCbB65CB6OJdI9_-TUxJtIlw;=>1.0000;=>6;=>48;=>0;=>null;=>null
Channels/UCBbdGBKrS-xRSSH3sIvrlgw;=>1.0000;=>26;=>0;=>0;=>null;=>null
Channels/UCbBE00qW4afVYYvH2jXOAIg;=>1.0000;=>22;=>77;=>0;=>null;=>null
Channels/UCBbEWw3gArn3cJN_6ecWBOA;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCbbHCs1T4g9FjnwpDGcBqCg;=>1.0000;=>7;=>0;=>0;=>null;=>null
Channels/UCBbJ5kGTVq-pUmXh2ivRCDQ;=>1.0000;=>0;=>2344095;=>0;=>null;=>null
Channels/UCBBmHSQ4K8mgOmBwNWJAnHg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbBpQrTquHiyPGZTA_Xr6GA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCBbUzCQMgE7VeMKMAacbqaQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBcNk9LTWOoRU5kvY_r0vUQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBd-CeIG1CI3TuoWDogVgTA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbd4-5l-DER9b8ACr0Izkfg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbd8ebUc2mZnRQvWGvYWDDQ;=>1.0000;=>0;=>27856585;=>0;=>null;=>null
Channels/UCBdgJsdPKHc8ywum6b3ekpA;=>1.0000;=>1040;=>27118;=>0;=>null;=>null
Channels/UCbendPfwbVFubPMKKjpwh3Q;=>1.0000;=>5;=>0;=>0;=>null;=>null
Channels/UCBetF7SPj4n-d6dfBvPjyLg;=>1.0000;=>2160;=>61873;=>0;=>null;=>null
Channels/UCBev9k4zBt6srAbdMQNv3aQ;=>1.0000;=>8;=>139;=>0;=>null;=>null
Channels/UCBf-zw4-SxBIjUem-4kd59w;=>1.0000;=>0;=>0;=>0;=>null;=>null
missm444;=>1.0000;=>5790;=>16993156;=>0;=>CA;=>https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment
Channels/UCbFjb-iR4Je60hNux5XHSzg;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCbfkAUR0AoOkW8ACKJ8W82w;=>1.0000;=>4;=>185;=>0;=>null;=>null
Channels/UCbFVJYBRo1nyakMDIX_phmA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbG_0BrAOLM9wv0R16y1gIA;=>1.0000;=>37;=>4154;=>0;=>null;=>null
Channels/UCbgE_-m-Nz0GUK6mnkFoMVQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbGks3gIQU_PnVtRvdauBqw;=>1.0000;=>9;=>0;=>0;=>null;=>null
Channels/UCbGlyYZ9y8rrd8Xl9Kjr4Zw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbgr0fDo6TJDba99S6d_c5A;=>1.0000;=>7;=>81;=>0;=>null;=>null
Channels/UCbGZgoQD-s3xVcN_Kj8XAzA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBH_Qme9kufnPrNMxT1ZaEg;=>1.0000;=>93;=>16;=>0;=>null;=>null
Channels/UCbHB19Fa_7d8cbeFc2FhLUQ;=>1.0000;=>620;=>276145;=>0;=>null;=>null
Channels/UCBHdSfszlJCJLqSApjjCsCA;=>1.0000;=>3;=>0;=>0;=>null;=>null
Channels/UCBHjA2gQyHGAEUeliJDQ6ZQ;=>1.0000;=>92;=>3247;=>0;=>null;=>null
Channels/UCBi_Vevml27IwBZ8PvIfiaA;=>1.0000;=>737;=>57152;=>0;=>null;=>null
Channels/UCBIA5Iw7UcCTlrn_UI0J6ww;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBice1pmYMHNLCcuX3N_uzA;=>1.0000;=>2;=>43;=>0;=>null;=>null
Channels/UCbijfj6WtLc2fGNIu7qImSQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbiN2dkc91VXoXO5-vzwAlQ;=>1.0000;=>1;=>12;=>0;=>null;=>null
Channels/UCbInlhQ4YIX39mX--t8ZA2g;=>1.0000;=>30;=>1114;=>0;=>null;=>null
Channels/UCBiQq-ylKfx1P2Drr9OjjUA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbIQXdBexfwenQLV2jgXXkA;=>1.0000;=>140;=>632;=>0;=>null;=>null
Channels/UCbIT_roX_9z-mPUem_pHC4w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBJ4ObYcTp8LqdI572IfJ9A;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbj5H8hHGYE8LnXykH4V6_A;=>1.0000;=>306;=>9;=>0;=>null;=>null
Channels/UCbJBHnPTIo_lFAtwGocSCvA;=>1.0000;=>8;=>38;=>0;=>null;=>null
Channels/UCBjKL7iHA2-0T6fymzyYoAw;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbJlw9tbs64K1OtdyK7wFYA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbkAm-hUYZOLtjVqb4zTpOw;=>1.0000;=>9;=>0;=>0;=>null;=>null
Channels/UCBkHEIC08lZlIyEULfhdLcw;=>1.0000;=>206;=>136703;=>0;=>null;=>null
Channels/UCBlAo9Stt5_LPhRjJIu87OA;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCbLh0NfkG3iJv3zt-cSvdvg;=>1.0000;=>10;=>370;=>0;=>null;=>null
Channels/UCBlRsOeMjJVIvcgUftkHo3g;=>1.0000;=>22;=>83;=>0;=>null;=>null
Channels/UCblUJihfDdKCV-UnlpOjy3w;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCblwrz3UlkxwxijSrPtGs4Q;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbMPvPZ6ioJGEQ7sRMsbqVA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBmQk1m0ZVOgQ9h9CN2kq7A;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbMsbnOG-BOYOH0fxoqZrCw;=>1.0000;=>4;=>39;=>0;=>null;=>null
Channels/UCbmu4Pqy1R2VRCcyu9tdInA;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCBMuaNMiTgWH1YezOjggWHw;=>1.0000;=>6;=>71;=>0;=>null;=>null
Channels/UCbnjA6H4HZ1lXdtN5dhheJg;=>1.0000;=>18;=>74;=>0;=>null;=>null
Channels/UCbnm8zEulZj2PSdunfHU8vg;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBNPlGX30P_dMijdjyOkzuQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbnyl0gWDbiRYqcxOw0zeJw;=>1.0000;=>0;=>12;=>0;=>null;=>null
Channels/UCBo_HteoiJyMpOgJ4VtBQJQ;=>1.0000;=>136;=>206185;=>0;=>null;=>null
Channels/UCBObOy2Ix3BdY62tK3kM9RQ;=>1.0000;=>0;=>90;=>0;=>null;=>null
Channels/UCBocHfAlcQzn4kDQa3e26EA;=>1.0000;=>5;=>0;=>0;=>null;=>null
Channels/UCBohDPa5moShYruliQU4BqA;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCbOivgGGqzMCj9L1RjQ0Y-w;=>1.0000;=>8;=>147;=>0;=>null;=>null
Channels/UCbOUBrWfMwt7YVulrrJl4sg;=>1.0000;=>38;=>0;=>0;=>null;=>null
Channels/UCbpAypt0Z-moKW_HcxPDx4w;=>1.0000;=>6;=>4216;=>0;=>null;=>null
Channels/UCbpeLmfrFXtE4PWiRYtwZuw;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBpuMRhBiERuxQauDcNDx8w;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbpX5IfenlaNVPjTqi5azTA;=>1.0000;=>0;=>18;=>0;=>null;=>null
Channels/UCbQv-OwByv1HS5xCmHAxPtQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbQWAbem3nijVj85ewVuHMQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBQxTBaYDPAjImCoOybTz-g;=>1.0000;=>1280;=>4168;=>0;=>null;=>null
Channels/UCbQZoB_urxCcJfPOIIgtzlg;=>1.0000;=>1220;=>0;=>0;=>null;=>null
Channels/UCBr-RwWrwNafr2xEBHePH4w;=>1.0000;=>2;=>16;=>0;=>null;=>null
Channels/UCbR69t_aWDCoeCLM4g4sMcw;=>1.0000;=>2;=>0;=>0;=>null;=>null
Channels/UCBR9AXjUub7MaD0uQsbx8BQ;=>1.0000;=>27;=>0;=>0;=>null;=>null
Channels/UCbrAXFQF4_ix_P9sqOyU_TQ;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbRgoFb8_RxmkrE2lCYzKaQ;=>1.0000;=>0;=>0;=>0;=>null;=>null
Channels/UCBrS8ajD89GVC6dmXG8AKXg;=>1.0000;=>82;=>0;=>0;=>null;=>null
Channels/UCbrwJPKfHtUW2PLh2nuAOeA;=>1.0000;=>6;=>112;=>0;=>null;=>null
Channels/UCBShEXky5CSbqNi4VqrepIQ;=>1.0000;=>445;=>167660;=>0;=>null;=>null
Channels/UCBShUl5H2hIIypjRX4QC79w;=>1.0000;=>1;=>0;=>0;=>null;=>null
Channels/UCbsPlVj3vJDp3PP_Z9jmD3g;=>1.0000;=>9;=>93;=>0;=>null;=>null
